seq_no,inside_temp,Outside_temp,outside_RH,Radiation_intensity,Rail_Heating,AHU_Cooling,Fan_speed,inlet_vent_position
2052,23.6,25.1,100,0.2,3,0,407,0
2053,23.8,25,100,1.9,3,0,462,0
2054,24.1,25.1,100,6.6,3,0,566.5,37.5
2055,24.4,25.4,100,13.5,2.75,0,605,42.5
2056,24.8,25.4,100,26.1,0.75,0,627,50.9
2057,25.1,25.6,100,44.3,0.5,0,660,61.2
2058,25.7,26.2,98,71.7,0.25,0,693,61.2
2059,26.4,27.4,91,105.6,0,0,718.3,75
2060,26.7,27.9,87,129.1,0,0,748,90.7
2061,27.1,28.3,88,158.2,0,0,781,90.7
2062,27.3,28.3,87,191.3,0,0,803,100
2063,27.7,28.6,86,225.6,0,0,836,100
2064,27.9,28.8,84,259.6,0,0,869,100
2065,28.3,29.1,82,294.5,0,0,879.8,100
2066,28.7,29.4,81,326.3,0,0,879.8,100
2067,29,29.4,81,361.7,0,0,880,100
2068,29.1,29.8,78,396.3,0,0,880,100
2069,29.1,30.2,75,430.9,0,0,880.3,100
2070,29.1,30.7,75,462.8,0,0,880.3,100
2071,29.2,30.2,74,495.7,0,0,880,100
2072,29.3,30.4,71,527.4,0,0,880,100
2073,29.7,30.4,74,556.4,0,0,880.3,100
2074,30.1,30.5,74,586.5,0,0,880,100
2075,30.5,30.5,73,617.1,0,0,879.8,100
2076,30.6,30.5,74,647,0,0,879.8,100
2077,30.4,30.9,70,678,0,0,880,100
2078,30,30.8,70,706,0,0,880.3,100
2079,30.1,31,71,732.8,0,0,880,100
2080,30.1,31.4,70,760,0,0,880,100
2081,30.3,31.6,68,781.8,0,0,880,100
2082,30.5,31.9,68,802.3,0,0,880,100
2083,30.7,32.2,65,823.8,0,-4,880,100
2084,30.3,31.8,65,844.6,0,-4.75,880,100
2085,30.4,32.5,63,864.7,0,0,880,100
2086,30.8,32.2,64,864.2,0,0,880,100
2087,30.8,32.5,60,866.6,0,0,879.8,99.4
2088,31.2,33,62,898.1,0,0,880.3,95.7
2089,31.5,32.9,59,919.4,0,-4,880,95.2
2090,31.1,33.6,59,933.7,0,-5.5,880.3,95.2
2091,31.3,33.1,63,939.2,0,-5,879.8,86.2
2092,31.2,33.2,58,943.7,0,-5,880.3,93.8
2093,31.2,33,60,947.3,0,-5.25,879.8,90.4
2094,31.3,33.1,62,948.9,0,-5,880,91.5
2095,31.3,33.5,62,949.2,0,-5.25,880,91.4
2096,31.4,33.3,62,946.8,0,-5.25,880,91.4
2097,31.3,33.5,59,944.6,0,-5.25,880,91.8
2098,31.4,33.4,59,941.3,0,-5.25,880,90.6
2099,31.4,33.4,59,937.8,0,-5.25,880,90.6
2100,31.2,33.5,55,936,0,-4.75,880,93.2
2101,31.1,33.7,55,933.9,0,-4.75,880,86.1
2102,31.3,33.4,57,929.9,0,-5.25,879.8,92.1
2103,30.9,33.8,54,925.7,0,-4.25,880,100
2104,29.9,33.4,55,827.6,0,-4,880,100
2105,30.1,34.2,53,811.9,0,-4,880,100
2106,30.4,33.5,57,816.2,0,-4.5,879.8,100
2107,30.3,33.5,58,809.6,0,-4.75,879.8,100
2108,30.5,33,63,796.7,0,-5,880,100
2109,30.5,32.8,65,779.8,0,-5.25,880,100
2110,30.5,32.5,65,759.7,0,-5.25,879.8,100
2111,30.2,33,62,736.3,0,-5,880,100
2112,30,33.2,62,708.5,0,-5,880,100
2113,30.4,32.6,65,677.4,0,-5.25,880,100
2114,30.3,32.6,64,648.2,0,-5.75,880,100
2115,30,32,62,614.1,0,-4.75,858,95.4
2116,30.5,31.6,63,576.2,0,-6,841.5,78.5
2117,30.2,31.7,63,543.3,0,-6.75,789.8,84.4
2118,29.9,31.4,63,512.9,0,-6.5,770.3,85.7
2119,29.6,31.7,65,480.7,0,-6.75,770.3,86.9
2120,29.3,31.5,65,443.9,0,-7.25,770.3,89.8
2121,29,31.6,67,400.6,0,-7.75,769.5,91.6
2122,28.7,31.5,67,355.9,0,-7.75,770,95.3
2123,28.8,31.2,67,319.9,0,-8.25,770.3,32
2124,28.2,31.1,66,287.3,0,-7.5,770.5,95.9
2125,27.3,30.8,68,260.1,0,-7.5,769.8,95.9
2126,26.9,30.5,69,227.3,0,-7.5,770,90.3
2127,26.6,30.4,71,192,0,-7.5,769.8,87.1
2128,26.4,29.7,76,156.2,0,-7.5,759.3,0
2129,26.1,29.4,75,126.7,0,-7.5,737,0
2130,25.7,29.2,75,95.7,0,-7.5,715.3,0
2131,25.1,28.4,78,62.6,0,-7,704,0
2132,24.7,27.6,86,39.9,0,-6.5,682,0
2133,24.2,26.9,88,24.5,0,-6.25,660,0
2134,23.9,26.6,88,14.7,0,-6.25,649.3,0
2135,23.5,26.1,92,9.3,0,-6.25,627,0
2136,23.2,26.3,90,5.5,0,-6,605,0
2137,23,25.9,92,3.3,0,-5.5,594,0
2138,22.7,25.5,94,2,0,-5.5,572,0
2139,22.5,25.1,95,1.2,0,-5.25,550,0
2140,22.3,25.2,95,0.7,0,-5.25,539,0
2141,22.1,25.1,96,0.5,0,-5.25,517,0
2142,21.9,25.2,96,0.3,0,-5.25,489.5,0
2143,21.8,25.2,95,0.2,0,-5,459.3,0
2144,21.6,25.1,95,0.1,0,-5,426.8,0
2145,21.5,24.9,96,0.1,0,-4.5,398.8,0
2146,21.3,24.6,97,0.1,0,-4.5,376.5,0
2147,21.2,24.4,97,0.1,0,-4,357.5,0
2148,21.1,24.4,98,0,0,-4.25,335.5,0
2149,21,24.5,98,0,0,-3.75,316.3,0
2150,20.9,24.1,98,0,0,-4,302.5,0
2151,20.8,24.2,98,0,0,-4,286,0
2152,20.7,24.2,98,0,0,-4,280.5,0
2153,20.6,24,99,0,0,-4,275,0
2154,20.5,23.8,99,0,0,-3.75,272.3,0
2155,20.4,24.2,99,0,0,-3.5,269.5,0
2156,20.3,24,99,0,0,-3.5,264.3,0
2157,20.2,23.9,99,0,0,-4,261.3,0
2158,20.1,23.9,99,0,0,-3.75,258.5,0
2159,20,23.8,99,0,0,-3.75,255.8,0
2160,20,23.9,100,0,0,-3.5,253,0
2161,19.9,23.7,100,0,0,-3.5,440,0
2162,19.8,23.8,100,0,0,-3.5,244.8,0
2163,19.7,23.6,100,0,0,-3.5,239.3,0
2164,19.7,23.5,100,0,-0.25,-3,233.8,0
2165,19.7,23.9,100,0,0,-2.25,231,0
2166,19.7,24,100,0,0.25,-2.25,228.3,0
2167,19.7,23.6,100,0,0.25,-2.5,264,0
2168,19.8,23.5,100,0,0.25,-2,266.8,0
2169,19.9,23.7,100,0,0.25,-1.75,269.5,0
2170,19.9,24,100,0,0.25,-1.75,310.8,0
2171,19.9,23.7,100,0,0.25,-2.25,305.3,0
2172,19.9,23.6,100,0,0.25,-2,346.5,0
2173,20,23.5,100,0,2.5,-2,346.5,0
2174,20.1,23.6,100,0,3.75,-1.5,390.5,0
2175,20.3,23.5,100,0,6.5,-1.75,387.8,0
2176,20.5,23.6,100,0,4.75,-1.75,387.8,0
2177,20.7,23.5,100,0,5.25,-1.75,346.5,0
2178,21,23.5,100,0,4.25,-2.25,346.5,0
2179,21.1,23.7,100,0,3.25,-2.25,349.3,0
2180,21.3,23.3,100,0,2.75,-2.25,310.5,0
2181,21.3,23.4,100,0,2.25,-1.75,310.8,0
2182,21.4,23.8,100,0,2.25,-3,310.8,0
2183,21.4,23.6,100,0,2.25,-3.25,310.8,0
2184,21.4,23.6,100,0,2.25,-1.75,310.8,0
2185,21.5,23.4,100,0,2.5,-2.75,313.5,0
2186,21.5,23.6,100,0,2.25,-2.75,313.5,0
2187,21.6,23.8,100,0,3,-2.75,316.3,0
2188,21.6,23.5,100,0,2.75,-2.5,316.3,0
2189,21.7,23.6,100,0,2.75,-2.25,316.3,0
2190,21.8,23.8,100,0,2.75,-2,321.8,0
2191,21.9,23.9,100,0,3,-0.25,322,0
2192,22.2,23.9,100,0,3.25,0,349.3,0
2193,22.7,23.8,100,0,3,0,396,0
2194,23,23.8,100,0,3,0,399,0
2195,23.1,23.8,100,0.2,3,0,404.3,0
2196,23.3,23.8,100,0.8,2.5,0,412.5,0
2197,23.5,23.7,100,2.9,2.75,0,471,0
2198,23.7,23.6,100,9.8,2.75,0,569.3,31.3
2199,23.9,23.7,100,19.7,2.75,0,594,35.9
2200,24.2,23.7,100,25.7,2.75,0,627,39.4
2201,24.3,23.9,100,26.3,1,0,660,44.8
2202,24.5,24,100,28.8,0.5,0,688,44.8
2203,24.7,24.2,100,37.5,0.25,0,715.3,50.8
2204,25,24.3,100,50,0,0,748,57.2
2205,25.3,24.6,100,71.9,0,0,781.3,59.7
2206,25.7,24.7,100,107,0,0,803,69.1
2207,26.2,25.2,100,144.4,0,0,835.8,79
2208,26.5,25.3,100,175.4,0,0,868.5,97.4
2209,26.6,25.6,100,204.2,0,0,880,100
2210,26.8,25.8,100,223.4,0,0,880.3,100
2211,27.1,26.2,98,261.4,0,0,880,100
2212,27.3,26.7,96,286.9,0,0,880.3,100
2213,27.4,27.1,93,290.6,0,0,880,100
2214,27.8,27.7,89,316.8,0,0,879.8,100
2215,28.3,28.7,85,377.8,0,0,880,100
2216,28.6,29.3,83,427.1,0,0,880,100
2217,29,29.8,81,456.4,0,0,880,100
2218,29.6,29.7,82,512.4,0,0,880,100
2219,29.7,30.1,81,533.3,0,0,880,100
2220,30,30.6,82,544.5,0,0,880,100
2221,30.6,31,81,582,0,0,880.3,100
2222,30.8,30.9,80,612.4,0,0,880,100
2223,31.5,30.7,80,694.9,0,0,879.8,100
2224,31.4,30.7,82,751.7,0,0,880.3,100
2225,30.5,30.4,81,677.7,0,0,880,100
2226,31.4,30.9,81,761.2,0,0,880,100
2227,30.5,30.6,82,647.2,0,0,880,100
2228,29.8,30.6,80,524.9,0,0,880,100
2229,31.6,31.1,77,588.5,0,0,879.8,100
2230,31.4,31.2,76,676.7,0,0,879.8,100
2231,30.2,30.7,78,570.4,0,0,880.3,100
2232,31.3,31.9,75,659.9,0,0,880,100
2233,31.4,31.6,74,709.7,0,0,880,100
2234,32,31.8,75,830.9,0,0,880,100
2235,31.6,32,73,820.2,0,0,880,100
2236,30.3,31.2,75,644.4,0,0,880,100
2237,30,31,76,498.7,0,0,880.8,100
2238,31.3,32.3,73,532.1,0,-2.5,880,99.8
2239,29.9,31.5,74,511.2,0,-6.25,880,85.7
2240,29.7,31.6,75,426.9,0,-5,880,77.1
2241,29.3,31.2,76,341.9,0,-4.75,880,69.3
2242,29.5,31.3,76,339,0,-5.25,880,68.3
2243,29.3,31.3,76,312.2,0,-5.25,880,90
2244,30.2,32.1,72,388.2,0,-5.25,880.3,100
2245,29,31.3,73,331.8,0,-5.25,880,100
2246,28.9,31.7,73,310.3,0,-5.25,880,99.1
2247,29.5,31.6,72,356.8,0,-5,880,100
2248,30.9,32.6,71,504.1,0,-5,880.3,100
2249,30.1,32.1,71,557.3,0,-5,880,100
2250,29.3,31.4,74,501.1,0,-5,880,99.8
2251,29,31.3,74,442.7,0,-5,880.3,100
2252,29.6,31.6,73,433.7,0,-5,880,97.6
2253,29.3,31.3,75,367.6,0,-5,880,100
2254,29.8,31.7,72,392,0,-5,880.3,100
2255,29.3,31.4,73,382.9,0,-5,880.3,100
2256,29.1,31.4,75,344.7,0,-5,880.3,100
2257,28.6,31.1,75,290.1,0,-5,880.3,98.7
2258,28.6,31.1,76,273.4,0,-5.25,880,83.6
2259,28.9,31.4,74,305.5,0,-5.5,880,96.8
2260,28.5,31.1,75,278.1,0,-6.25,880.3,89.7
2261,28.3,31,76,256.9,0,-6.25,880,89.9
2262,29.1,31.8,70,303.1,0,-6.75,825,97.3
2263,29.5,32.2,69,367.5,0,-7,770,97.3
2264,29.3,31.5,73,380.3,0,-7.75,769.8,98.3
2265,28.8,31.1,74,350.5,0,-8,769.8,98.8
2266,28.1,30.7,76,307.3,0,-8.25,769.5,99
2267,27.3,29.9,79,214.9,0,-8.25,770.3,94.2
2268,27,29.7,79,172.6,0,-8.25,770,86.2
2269,27.2,30.1,78,178.6,0,-8.25,770.3,88.3
2270,27,29.9,79,168.5,0,-8.25,770,96.9
2271,26.7,29.7,80,148.4,0,-8.25,770.3,96.9
2272,26.4,29.6,80,124.4,0,-8,758.8,0
2273,25.9,29.4,82,99.1,0,-8,737,0
2274,25.5,28.5,86,73.3,0,-7.75,715,0
2275,24.9,28.1,87,50.6,0,-7,704,0
2276,24.4,28.1,87,33.3,0,-7,682,0
2277,24,28.1,86,20.7,0,-6.75,660.3,0
2278,23.7,28,85,12.4,0,-6.75,649,0
2279,23.3,27.5,88,7.8,0,-5.75,627,0
2280,23,27.2,90,4.7,0,-5.75,605,0
2281,22.8,27.3,89,2.8,0,-5.5,583,0
2282,22.6,26.8,92,1.7,0,-5.5,572,0
2283,22.3,26.1,94,1,0,-5.25,550,0
2284,22.1,26,96,0.6,0,-4.75,528.3,0
2285,22,26.2,95,0.4,0,-4.75,517,0
2286,21.8,26.2,95,0.2,0,-4.75,495,0
2287,21.7,26.3,94,0.2,0,-4.25,484,0
2288,21.5,26.3,94,0.1,0,-4.25,462,0
2289,21.4,26.4,92,0.1,0,-4.25,440,0
2290,21.2,26.4,92,0.1,0,-4.25,429,0
2291,21.1,26.6,92,0,0,-4,407,0
2292,21,26,95,0,0,-4,385,0
2293,20.9,25.9,95,0,0,-4,363,0
2294,20.8,25.9,95,0,0,-4,341,0
2295,20.7,25.8,96,0,0,-3.75,319,0
2296,20.6,25.2,97,0,0,-3.75,316.3,0
2297,20.6,24.9,98,0,0,-3.75,313.5,0
2298,20.5,25.1,99,0,0,-3.25,308,0
2299,20.4,25.1,99,0,0,-3.75,305.3,0
2300,20.3,24.8,99,0,0,-3.75,302.5,0
2301,20.2,24.5,99,0,0,-3.75,297,0
2302,20.1,24.6,99,0,0,-3.75,297,0
2303,20,24.7,100,0,0,-3.75,294.3,0
2304,19.9,24.6,100,0,0,-3.75,291.5,0
2305,19.8,24.4,100,0,0,-3.5,440,0
2306,19.8,24.5,100,0,0,-3.5,280.5,0
2307,19.8,24.5,100,0,0,-3.5,275,0
2308,19.7,24.5,100,0,0,-3.5,269.5,0
2309,19.7,24.6,100,0,0.5,-3.5,261.3,0
2310,19.6,24,100,0,0.5,-3.25,253,0
2311,19.6,24.4,100,0,0.25,-3.5,280.5,0
2312,19.6,24.4,100,0,0.25,-3.25,277.8,0
2313,19.5,24.6,100,0,0.25,-3,304.8,0
2314,19.5,24.5,100,0,0.25,-3,308,0
2315,19.5,24.3,100,0,3.75,-2.25,310.8,0
2316,19.7,24.2,100,0,7.25,-1.75,310.8,0
2317,20,24.2,100,0,4.75,-2,269.8,0
2318,20.3,24,100,0,1.25,-2.5,269.5,0
2319,20.4,23.8,100,0,1.25,-1.75,310.8,0
2320,20.5,24.2,100,0,3,-1.75,308.3,0
2321,20.7,24.3,100,0,5.5,-1.75,305.3,0
2322,20.9,24.2,100,0,4,-1.25,346.5,0
2323,21,24,100,0,3.5,-2.25,346.5,0
2324,21.1,24,100,0,3,-2.25,349.3,0
2325,21.2,23.8,100,0,2.75,-1.75,349.3,0
2326,21.3,24,100,0,2.5,-2.5,349.3,0
2327,21.3,23.9,100,0,2.5,-2.25,349.5,0
2328,21.3,23.9,100,0,2.5,-1.5,308,0
2329,21.4,23.6,100,0,2.75,-2,310.8,0
2330,21.4,23.6,100,0,2.75,-2,310.8,0
2331,21.4,23.8,100,0,3.25,-2.25,313.5,0
2332,21.5,23.7,100,0,3.25,-2.5,316.8,0
2333,21.6,23.8,100,0,3,-2.25,319,0
2334,21.7,23.4,100,0,3,-2.5,355,0
2335,21.8,23.3,100,0,3,-0.25,352,0
2336,22,23.6,100,0,3.25,0,393.5,0
2337,22.4,23.6,100,0,3.25,0,396,0
2338,22.7,23.5,100,0,3,0,398.8,0
2339,22.8,23.6,100,0,3,0,407.3,0
2340,23,23.6,100,0.2,3,0,418,0
2341,23.1,23.7,100,1.7,3,0,462,0
2342,23.3,23.5,100,4.8,3.25,0,569.8,22.9
2343,23.7,23.6,100,11.5,2.75,0,594.3,28.9
2344,24.1,23.9,100,21.3,3,0,627,36.8
2345,24.4,23.9,100,36.5,0.75,0,660,45.3
2346,24.8,23.9,100,53.2,0.5,0,682.3,52.4
2347,25,24,100,64.6,0,0,714.8,56.3
2348,25.3,24.2,100,80.3,0,0,748,66.3
2349,25.6,24.5,100,110.9,0,0,770.8,68.2
2350,26.2,24.8,100,155.4,0,0,803,88.3
2351,26.4,25.1,100,187.6,0,0,835.8,88.3
2352,26.6,24.9,100,196.9,0,0,858,89.5
2353,26.7,25,100,223.4,0,0,880,100
2354,27.1,25.4,100,256.4,0,0,880,98.2
2355,27.7,25.8,100,319.3,0,0,880,100
2356,28,26,100,367.3,0,0,880.3,100
2357,28.4,26.8,97,421.4,0,0,880,100
2358,28.7,27.8,93,460.6,0,0,880,100
2359,28.7,28.5,87,454.4,0,0,880.3,100
2360,28.9,28.5,87,474.8,0,0,880,100
2361,29.2,29,85,494.4,0,0,880,100
2362,29.9,29.2,86,537.9,0,0,880,100
2363,30.5,30,82,586,0,0,880,100
2364,30.9,31,77,645.3,0,0,880,100
2365,30.3,30.6,79,648.7,0,0,880,100
2366,30.2,31.4,75,669.8,0,0,880,100
2367,30.1,31.5,74,656.5,0,0,879.8,100
2368,30.6,31.8,74,727.9,0,0,880,100
2369,30.7,32,73,770.8,0,0,880,100
2370,30.8,31.9,72,798.8,0,0,880,100
2371,31,32.1,72,805.8,0,0,879.8,100
2372,30.9,32.3,71,791.1,0,0,880.3,100
2373,31.4,32.2,72,837.6,0,0,880,100
2374,31.7,32.6,70,877.7,0,0,880,100
2375,31.8,32.3,69,905.5,0,0,880.5,100
2376,31.5,32.8,62,945.1,0,0,880,100
2377,31.5,33.1,60,955.9,0,-2.25,879.8,100
2378,30.9,33.5,61,963.9,0,-5.5,880.3,100
2379,29.8,32.3,71,872.8,0,-4.25,880,100
2380,30.4,32.9,65,855,0,-5,879.8,100
2381,30.7,33.3,62,908.5,0,-5.25,880,100
2382,31.2,33.8,63,972.1,0,-5,880,100
2383,31.6,33,69,967.8,0,-5.25,880,100
2384,30.1,31.9,71,785.4,0,-5.25,880,100
2385,30.5,33.2,68,745.2,0,-5.25,880,100
2386,30.2,32.7,67,676.2,0,-5.25,880.3,100
2387,31.2,33.1,67,744.6,0,-5.25,880,100
2388,31.2,34.3,61,835.2,0,-5.25,880,100
2389,30.3,33.2,66,786.9,0,-5.25,879.8,100
2390,30.2,33.7,63,691.6,0,-4.5,879.8,100
2391,30,33.3,65,644.1,0,-4.5,879.8,100
2392,31,33.5,66,732.3,0,-5,880,100
2393,31.1,33.8,64,783.6,0,-5,880,100
2394,31,33.5,63,791.7,0,-5,880,100
2395,30.7,33.7,64,694.2,0,-5,880,100
2396,31,34.1,61,747,0,-5,880,100
2397,31,33.7,63,762.5,0,-5,880,100
2398,31.1,33.4,66,766.6,0,-5.25,879.8,100
2399,31.1,33.8,64,775,0,-5.25,879.8,100
2400,31,33.6,65,768.2,0,-5.25,880,100
2401,31.5,34.1,65,745.5,0,-5.25,880.3,100
2402,31.9,35,62,733.3,0,-6.25,871.8,100
2403,31.8,33.8,67,702.1,0,-6.25,833,100
2404,31.9,33.1,68,672.9,0,-6.25,770,100
2405,31.6,33.3,68,625.7,0,-7.25,770.3,100
2406,31.3,32.9,70,573.1,0,-7.25,770,100
2407,30.9,32.5,71,517.6,0,-8,769.8,100
2408,30.4,32.1,72,460.4,0,-8.25,770.3,100
2409,29.9,32.1,72,408,0,-8.25,769.8,100
2410,29.4,32,73,360.9,0,-8.5,770,100
2411,29,31.5,74,318.6,0,-8.25,770.5,100
2412,28.7,31.6,75,277,0,-8.5,770,100
2413,28.3,31.4,75,237.5,0,-8.5,770,100
2414,28,31.2,78,208.2,0,-8.5,769.8,100
2415,27.6,30.8,78,172,0,-8.5,770,100
2416,27.3,30.5,79,139.1,0,-8.5,748,0
2417,26.8,30,81,108.3,0,-7.75,737,0
2418,26.3,29.5,83,78.1,0,-7.75,715,0
2419,25.7,29.2,84,53.9,0,-7,693,0
2420,25.2,28.9,86,35.7,0,-6.75,682,0
2421,24.8,28.7,87,22.1,0,-6.75,660,0
2422,24.4,28.5,87,13.2,0,-6.75,638,0
2423,24.1,28.5,86,7.9,0,-6.25,627,6.7
2424,23.9,28.2,87,5,0,-6.25,605,6.7
2425,23.6,28.2,87,3,0,-6.25,583,6.7
2426,23.5,28.3,87,1.8,0,-6.25,572,6.7
2427,23.2,28,88,1.1,0,-6.25,549.8,6.7
2428,23,28,88,0.6,0,-6.25,528,6.7
2429,22.8,27.9,89,0.4,0,-5.75,517,6.7
2430,22.6,27.8,89,0.2,0,-5.5,495,6.7
2431,22.5,27.6,90,0.2,0,-5.5,473,6.7
2432,22.4,27.6,90,0.1,0,-5.5,462,6.7
2433,22.1,27.1,92,0.1,0,-5.25,440,0
2434,21.9,26.9,93,0.1,0,-5.25,418,0
2435,21.8,26.8,94,0,0,-4.75,407,0
2436,21.6,26.8,94,0,0,-4.5,385,0
2437,21.5,27,93,0,0,-4,363,0
2438,21.4,26.8,94,0,0,-4,352,0
2439,21.2,26.2,96,0,0,-4,330,0
2440,21.2,26,97,0,0,-4,330,0
2441,21.1,26.1,96,0,0,-4,327.3,0
2442,21,26.2,96,0,0,-3.75,327.3,0
2443,20.9,26.1,97,0,0,-3.5,324.5,0
2444,20.8,26.3,98,0,0,-3.5,321.8,0
2445,20.7,26.1,98,0,0,-3.5,332.8,0
2446,20.6,25.9,97,0,0,-3.5,330,0
2447,20.6,25.5,98,0,0,-3.75,310.8,0
2448,20.5,25.4,98,0,0,-4.25,310.8,0
2449,20.3,25.4,99,0,0,-4.25,440,0
2450,20.3,25.4,99,0,0,-4.25,321.8,0
2451,20.2,25.4,99,0,0,-4.25,288.8,0
2452,20.1,25.3,99,0,0,-4.25,286,0
2453,20,25.3,99,0,0,-3.75,302.5,0
2454,20,25.1,99,0,0,-3.75,297,0
2455,19.9,25.1,99,0,0.25,-3.25,294.3,0
2456,19.8,25.3,99,0,0.5,-3.5,286,0
2457,19.8,25,99,0,0.5,-3.5,316.3,0
2458,19.7,25.1,100,0,0.75,-3,313.5,0
2459,19.7,25.1,100,0,0.25,-2.5,310.8,0
2460,19.7,24.8,100,0,3,-2.25,310.8,0
2461,19.8,25,100,0,6.25,-1.5,266.8,0
2462,20.1,24.6,100,0,4,-2.25,310.8,0
2463,20.4,24.7,100,0,2,-2,310.8,0
2464,20.5,24.4,100,0,1.75,-1.5,349.3,0
2465,20.7,24.5,100,0,6,-2.25,346.5,0
2466,20.9,24.5,100,0,4.5,-1.5,346.5,0
2467,21.1,24.4,100,0,3.75,-2.25,349.3,0
2468,21.2,24.5,100,0,2.75,-1.75,349.3,0
2469,21.3,24.3,100,0,2.75,-2.25,349.3,0
2470,21.4,24.7,100,0,3,-2.75,346.5,0
2471,21.5,24.9,100,0,3,-3.5,313.5,0
2472,21.5,25.2,100,0,2.75,-2,313.5,0
2473,21.6,25.5,98,0,2.75,-3,313.5,0
2474,21.7,25.7,96,0,2.25,-2.75,319,0
2475,21.7,25.2,97,0,2.75,-2.5,300.3,0
2476,21.8,25,98,0,3,-3,319,0
2477,21.8,25,99,0,3.25,-2,319,0
2478,21.8,24.8,99,0,3,-2.75,319,0
2479,21.8,24.9,99,0,3.25,-0.75,319,0
2480,22.1,24.8,99,0,3.5,0,346.5,0
2481,22.4,24.7,99,0,3,0,393.3,0
2482,22.6,24.6,99,0,3,0,399,0
2483,22.9,24.1,99,0,3.5,0,407,0
2484,23.2,24.2,100,0.2,3.5,0,409.8,0
2485,23.4,24.4,100,2,3.25,0,442.8,0
2486,23.6,24.4,100,6.5,3.25,0,541.5,27
2487,23.9,24.5,100,16.4,3.25,0,594.3,33.6
2488,24.2,24.6,100,27.1,3,0,627,41.6
2489,24.6,25,99,45.2,0.75,0,654.5,50.7
2490,25,25.3,98,66.5,0,0,682,57.3
2491,25.5,25.7,96,91.4,0,0,715,62.2
2492,25.9,25.9,94,116.2,0,0,748,73.1
2493,26.3,26,93,143.8,0,0,770,84.1
2494,26.6,26.2,94,186.3,0,0,803.3,86.3
2495,27,26.4,94,225.5,0,0,825.3,96.4
2496,27.2,26.7,92,258.2,0,0,858,100
2497,27.5,27.1,90,292.1,0,0,880,100
2498,27.8,27.2,90,322.6,0,0,880,100
2499,28.1,27.5,88,358.6,0,0,880,100
2500,28.3,27.6,88,394.3,0,0,880,100
2501,28.5,27.9,86,429.4,0,0,880.3,100
2502,28.7,28.5,84,463.8,0,0,880,100
2503,29,28.7,80,497.9,0,0,880.3,100
2504,29.4,29.2,78,531.4,0,0,880,100
2505,29.7,29.3,77,564.6,0,0,880,100
2506,30,29.6,75,596.5,0,0,879.8,100
2507,30.3,29.9,74,626.1,0,0,879.8,100
2508,30.5,30.2,69,653.5,0,0,880,100
2509,30.7,30.3,70,684,0,0,879.8,100
2510,30.9,30.9,69,714,0,0,880,100
2511,31.1,30.7,67,743.4,0,0,879.8,100
2512,30.9,30.9,67,770,0,0,880,100
2513,30.6,31.7,64,791.8,0,0,879.8,100
2514,30.5,31.7,65,812.4,0,0,880,100
2515,30.7,31.7,65,830.4,0,0,879.5,100
2516,30.9,32.5,61,846.6,0,0,880,100
2517,31,32.5,65,863.6,0,0,880,100
2518,31.2,32.5,62,880.6,0,0,880,100
2519,31.5,32.8,64,894.7,0,0,880,100
2520,31.7,32.9,65,907.7,0,0,880,100
2521,31.8,32.9,63,909.6,0,-1.5,880,100
2522,31.4,32.8,65,915.8,0,-5.75,880.3,100
2523,31.4,33.8,60,923.4,0,-5,880.3,100
2524,31.1,34.3,58,927.1,0,-5,880,100
2525,31.2,34.2,58,927,0,-5,880,100
2526,31.3,34.4,58,927.7,0,-5,880,100
2527,31.3,34.1,59,927.6,0,-5,879.8,100
2528,31.4,34.1,58,925.7,0,-5,880,100
2529,31.4,34.9,56,922.3,0,-5,880,100
2530,31.3,35.4,55,914.4,0,-5,879.8,100
2531,31.4,34.4,60,909.1,0,-5,880,100
2532,31.4,35,59,901.8,0,-5,879.5,100
2533,31.2,35.2,55,889.4,0,-5,879.8,100
2534,31.1,34.5,56,878.6,0,-4.25,879.8,100
2535,31,34.7,54,867.8,0,-4.25,879.8,100
2536,30.9,34.6,55,853.5,0,-4.25,879.8,100
2537,30.9,34.6,58,836.8,0,-4.5,880.3,100
2538,31.1,34.2,58,817.7,0,-5,880.3,100
2539,30.9,34.6,55,798.7,0,-4.75,880,100
2540,30.7,35,54,779.1,0,-4.75,879.8,100
2541,30.5,34.8,54,755.5,0,-4.75,880,100
2542,30.3,34.2,57,728.3,0,-4.75,879.8,100
2543,30.9,34.2,58,699.9,0,-4.75,879.8,100
2544,31.1,34.4,58,671.6,0,-4.75,880,100
2545,30.9,34.3,59,640.3,0,-4.75,880,100
2546,30.7,34.4,56,606.4,0,-5.25,880.3,100
2547,30.6,35,55,574.8,0,-6,863.5,100
2548,30.5,34,59,541.5,0,-6,808.5,100
2549,30.4,33.7,58,512,0,-6,769.8,100
2550,30.3,34.3,60,474.2,0,-7,769.8,100
2551,29.9,34.1,63,430.8,0,-7.75,770,100
2552,29.6,33.2,66,391.1,0,-7.5,770,100
2553,29.3,32.2,68,362.2,0,-7.5,770.3,100
2554,29,32,68,334.1,0,-7.5,770.5,100
2555,28.5,31.8,69,299.6,0,-7.5,770,100
2556,28,31.4,70,261.7,0,-8,770.3,100
2557,27.6,31.1,72,225.5,0,-8.25,770,100
2558,27.3,30.6,74,194.3,0,-8.25,769.5,100
2559,27,30.4,74,161.1,0,-8.25,769.8,68
2560,26.7,30.1,77,128.3,0,-7.75,748,0
2561,26.3,29.6,78,98,0,-8,737,0
